address,num_of_common,num_of_bronze,num_of_silver,num_of_gold,num_of_platinum,num_of_brilliant
omniflix1kml9r4yzmevtlp7w785t46gl3uudrpucj5rzrj,0,0,2,0,0,0
omniflix1pyyr2jm5g2n5vmeg09hfhdk4zcq5vf6kc8uuta,0,5,1,0,0,0
omniflix1kkq7kryz3anjp7dyxatyuql5z3x2vmpfmpzktv,0,1,0,2,0,0
omniflix1rwnkucm6ra74p8ffcjj50dtwgxhg5c8lypcf09,1,1,0,0,0,0
omniflix1dd283rgqzc904lux9cuv4amxcckvvt2kdnhzra,1,1,0,0,0,0
omniflix1dnxa0l66zlj69lnrf2dgcpqjet29ezrhwkwqrg,0,5,1,3,0,0
omniflix1zg94v0zhl4trlg2hqcjx2w6cgy6x77eg9egmun,2,2,1,0,0,0
omniflix1dr40h8gaezxskr2udgc7a6tr33makcs76m6c2l,0,0,2,0,0,0
omniflix19zkrt3azgeptgmuld4kc3pk9rh2s2rrw7gpunz,0,1,1,0,0,0
omniflix1qxa345a59u8kctjs8cr9cr7gpdudxxj5khzjtr,2,0,0,0,0,0
omniflix1rnuux7es7vqszg8p8st3yuax5du0w3xnw368f3,0,2,0,0,0,0
omniflix1fhg7twx9ct94s7uhanr58sd34at04dydjgetll,0,2,0,0,0,0
omniflix105l363rrgtpz6jxacq77z65mxwh6jvxz4zrvv0,0,0,0,2,0,0
omniflix13et67u6mlnvezjy6cucj080p0xwlsq6smxq58x,0,2,0,0,0,0
omniflix1mntw7n02ncr8sh5pdal3d4w50630hgfs7lp4s3,1,1,0,0,0,0
omniflix1dsewsysjxecp6643y9wxx6yacxsjwvcdt8p35q,0,2,0,0,0,0
omniflix1evaukgy6fzhtwg0fxvxdfv63xygts06j55stfs,3,0,0,0,0,0
omniflix1am9cast8tnvm7ekf9sfzw4hu30kjzgc0pt8hhh,1,1,0,0,0,0
omniflix10fvx2dt7wrqvgvntrhzfx2ts4gzdang4jahyag,3,0,0,0,0,0
omniflix1zfhen3m8zqsekrz6yemhpp60cwqcxse9cy0vpv,0,1,0,0,0,0
omniflix1stpsvzyd0pqlemvc8an0al549f28s57f8f4x5r,3,0,0,0,0,0
omniflix1sgf47sjk3006vgf259l63qnxzs6r6cvjjaj5wc,0,0,2,0,0,0
omniflix1wsr0f87pa3jrp92egvwae7kh3xrm4x23jujxpx,3,0,0,0,0,0
omniflix1x3w0ctnuahs5632rhu4c2lcl03xrt6j4r9ysnt,3,0,0,0,0,0
omniflix1jmtzmllxwu6ayuclufhq0wc3jqkcdnpjsyvpt5,3,0,0,0,0,0
omniflix16q0d4wwzvsegxwvw4zqe73x3a53g9kahrkywaz,0,2,0,0,0,0
omniflix15vz4csxs4swjkux2tk3vr4ghtdgdju036jr26p,0,3,2,0,0,0
omniflix1c6sjklq9jxz3w9fl5h92xhhdysmn4ww03tpw7j,0,2,0,0,0,0
omniflix1hnk7gu6cuup60czv3huq92henq5ep5whlrv0pp,0,0,0,2,0,0
omniflix1mut8gw0wtqp9wljr7u0ceyqzp903txgdj7fcq2,3,0,0,0,0,0
omniflix1e246wufnep59zddcxd8dwuyrwqq72yq4a92rhd,0,2,0,0,0,0
omniflix1jddrvyzypf9h4sgjjx8mju7mgxaac6y32fgcm6,0,0,2,0,0,0
omniflix1ek6mxuayf030zaew7a3hcvffke7ey5rh8duc67,0,1,1,0,0,0
omniflix17q9gnrk0370pxxl8mf763apw3xc8qkw6pehshs,1,1,0,0,0,0
omniflix1tsu2ndh72f57puul20hr33er5lseezejc2hzr0,0,2,0,0,0,0
omniflix1pqc6dvc8fsa3hj2dt5vcwqnq0u3pgq7fny40k5,1,2,3,0,0,0
omniflix1ekxyan4a8hldlzyfrpt2h3j4ajt9lcxkhzpfgk,0,0,0,1,0,3
omniflix1lp6nf9vencha0ze05ezc59smjte0sr0vaanrfx,0,2,0,0,0,0
omniflix150te5c72ncm2e9teutd4qnpxwv6h2h7jy4mt46,3,0,0,0,0,0
omniflix1874w6ye84uwf3y4n0qu3zcs7v5zdce4xcepqvv,0,2,0,0,0,0
omniflix1p5vak206kvdk9sr74l5hxy70fmy5nnkypmlywu,1,1,0,0,0,0
omniflix15ecgp3y208y6jtr92fwaecw9j6zzfkzh9lpdmz,1,0,0,0,0,0
omniflix1nx0cr3trucrhpaatsckvcxetf4054f8hmfr2ec,0,4,3,0,0,0
omniflix1lllkv032gj9uz8aenddca5sl4gsltxx8yjqpxw,0,2,0,0,0,0
omniflix1ywy8z42crsn89m2jkunfp0vgg8r3m5ztfrhl2y,2,0,0,0,0,0
omniflix1t2t9akau0dnl6xcg5fw4xzrufqmxfzkkergfc0,0,2,0,0,0,0
omniflix1k5tpyl88kacajjny8hffvwqwc0k6t7k3ct8235,0,2,0,0,0,0
omniflix1ddrx4py2lx07vpm3nkhgnahsl52j6zd6xtgtdp,0,0,2,0,0,0
omniflix1ewn73qp0aqrtya38p0nv5c2xsshdea7ac5hfh5,0,1,0,2,0,0
omniflix1cgel0dz6kp02vusepm99v74epg7yqx9v3cxr5g,3,0,0,0,0,0
omniflix1wf7tte9vwd5lkspk6l2ud49uuv0fnuqvazyaef,3,0,0,0,0,0
omniflix14cg6tkju6mnu8hkx6yxdwqa7rwx8dpzelus9hn,0,0,2,0,0,0
omniflix1zv4une352vtgyfhsypuskfqp5dxdy0afcn7nzj,0,0,2,0,0,0
omniflix16hr9j8dx4t5ca3kc3umn0l4hhvjmrfz6094r0j,3,0,0,0,0,0
omniflix1gwnwfntqfw6e6htgj7x0e30hwv0nctxm49wgrm,3,0,0,0,0,0
omniflix1zc6fdy4qv5rqvam3wlv9yuzxk8vtva2h6p43w7,3,0,0,0,0,0
omniflix177u6ls2tp87wy60h2v0zqtddmx6xsdpwt7k7rn,0,2,1,0,0,0
omniflix1835euhzds7naww86dyasm8tm3jltck90trmgmz,0,1,1,0,0,0
omniflix1vlr5unhjumn2muk6ajkz0e7gdelp2jc6skpdpz,1,1,0,0,0,0
omniflix1cjln333cehjd3zetgy8zc0mefnqtxmhmtwrkjn,1,1,0,0,0,0
omniflix196udm9nf5749tuxaufjy3y02k7wn2ra9chr672,3,0,0,0,0,0
omniflix1l0cq8n86wyd7qh9jm4aj5ydemfdtf9hsegdehy,3,0,0,0,0,0
omniflix1qq7yvk9e4p9pmah4nqyuedjsuclrfpsdp2gzt3,0,1,1,0,0,0
omniflix17sfxm6wq5tlt2tpnw77n8zh5vkpljxdrqmkda6,2,0,0,0,0,0
omniflix1qggq0f0pkk45sqmwme2crqsvt4stuymtskcnqw,5,0,0,0,0,0
omniflix1we479ckxtxmyafdy9cga3szd4ve33s42q88swx,2,0,0,0,0,0
omniflix19wjjctgmdygjlupzflelqwgweeyrug6druyyz7,3,0,0,0,0,0
omniflix1f9d3kww75sahhevaq4alz7fqk6k0z7zyl3yh3p,0,2,0,0,0,0
omniflix1vgyz6vnk0s02gtazrh77yffchcsg98504f3y4w,3,0,0,0,0,0
omniflix1ccqkpxr2wnynknvzfumzrf9d8fd0h9rccnjn7a,0,1,0,3,0,0
omniflix1f7sdyxmg2ufjpa97c2enfneepzjr9h6ns5rfhk,3,0,0,0,0,0
omniflix1q5ma4wnrc6vgyqjagxe9lmq5xnh5r8k6e9edwd,0,2,0,0,0,0
omniflix1u68xzhdam7eg89sx2t7kq8k765j470pcap7p34,0,0,1,0,0,0
omniflix12ajgqku6ucxa5cpv7us66m4q8tdnq9v25w0x0a,0,0,2,0,0,0
omniflix1pq3qws6es47eqfy7zfd9u67d5ux89sk8spclqu,3,0,0,0,0,0
omniflix1fflxaka4vlj5k7n58yy7le58lywalycyj7xxu4,0,0,1,0,0,0
omniflix1x6vqd9ecg49pcpjkdam0yls4gxjvq5xeqtrltv,3,0,0,0,0,0
omniflix1kgesk99x9q6n246n0s325gmkslchgxhx0mqfgs,2,2,2,1,0,0
omniflix139e5e65afyceuc9fgeag2pvmzy34tdt88vd8gw,0,1,2,0,0,0
omniflix1ry6jau4nyjf62p8vvqhpejyhg5tm9mgzklkyj3,0,2,0,0,0,0
omniflix10g7fskjwzn02ul65cpgvmmzlfwwdr5z5rt4fgc,0,2,0,0,0,0
omniflix1repqn0y3cvccl4ydf6s5zpg4548635p4mdqct7,3,0,0,0,0,0
omniflix12hpn5l68kuyu5tzf2lxas0fx5uukpae9tu9cz3,0,0,1,1,0,0
omniflix1hcxwezx7u6zhrggatajpft8pmh3k3jn64fzx59,2,3,0,0,0,0
omniflix1xw0fy6sn3d38hujc8pcyh8kfl3ztat54u42zg6,3,0,0,0,0,0
omniflix175kxmfkttzr76na2rumkuamgf9ddeuxr8jtxek,2,2,1,0,0,0
omniflix10shg94dayztueeld3fcadxrgnhzukja202u285,1,1,0,0,0,0
omniflix12v0jvw34xl5unn6sy2mg0yvmnn8xhpqslwenq9,0,2,0,0,0,0
omniflix1j5j509ss9mfvf385vdqd62waz57v2uxhlue6py,1,1,0,0,0,0
omniflix13dwzx6wr6rrsea0gc6l3zp7cwj5x0mkx77vkgg,0,2,0,0,0,0
omniflix19pv3kw6w3aj53clanmknndg60hfhc20dafjrtm,0,2,0,0,0,0
omniflix1r5wa3wjzym6nhnq0vzmqef2cl0snpv5w0zmkt4,2,0,0,0,0,0
omniflix1706zq83w92zctmz3gycc47fw750dpc0ex72mv0,0,2,0,0,0,0
omniflix1jg74qzh282nss04wel3q7sz6k2e2chk34d32ws,3,0,0,0,0,0
omniflix1kuypn2hqnx3lvdutz84uq7ce4pwxtz0djc6fap,3,0,0,0,0,0
omniflix14t5gwauzanfqrzr6s6egc96njn4xfqcec4asyk,1,0,0,1,0,0
omniflix1px74sdhg7nmew7l8qxcvcck06yvdzh4czuqcx6,0,2,0,0,0,0
omniflix1p8kx2xgy20zdc5nrvg8f7h0zdcz32jvkr8tev0,3,0,0,0,0,0
omniflix1tawp3uudkckh6vvknfnc3yue976atqhsrqtmpl,3,0,0,0,0,0
omniflix1v5x5vl4c0zjua37ymqjy4267fy9m6x8yj0fuqc,0,7,3,0,0,0
omniflix15pkdjg2z33la840htw9rmu9eh95mr02wj0zcj7,0,1,2,0,0,0
omniflix1st0k6fke5gssept8gd9qxztsnlwdfx6cu5t9w6,0,0,2,0,0,0
omniflix1l4xeevsjqq4sxu29nadxp0mgt4nm7wj0vjs4v4,3,0,0,0,0,0
omniflix1qvkmpslu6jydlxqkdlegd3lypc05g4caxq3yqh,0,1,0,0,0,0
omniflix1xelpaayp8wdxpnc0445hzve0frjajeptex54q7,0,4,2,0,0,0
omniflix1d9hpqqcd7zdgkfnnndwe7smdwkpndtvrywfm3c,0,0,2,0,0,0
omniflix1nada6y80ucpen2fdda8xvt8dvn8tnudrlkq4ue,0,2,0,0,0,0
omniflix1l02k5qzq032errz3pxnv5pye4gw4q42w89wa28,3,0,0,0,0,0
omniflix1ff7sdtq397l7z2wj82zxauycyzgenpz84r528z,1,1,0,0,0,0
omniflix1t0q3hmk38lzu3q0thwus5zyhww2sgsh7qd9ayd,0,0,2,0,0,0
omniflix1qlzdmg4c2yf8zsfluty0c5wekvyxvxjyjtftnu,0,0,2,0,0,0
omniflix1mvh3wq90nnzwn63gu5y3n2uk5hrs3d5vdzfp7v,3,0,0,0,0,0
omniflix1zn09c45hlefaqfq2u69atkkv37aqt8m3ne6jyc,0,2,0,0,0,0
omniflix10ul3m7xj29zgrrjr9zklhm3yepwzukl0c67hny,0,1,3,0,0,0
omniflix1zhmhge4nmpqu6pqg9ngttchyhq96vhtv0c9k0m,0,1,0,0,0,0
omniflix1l5l6jtm02xkhpkeh45llsdpvd8sgw4eyqdxs5p,0,1,0,1,0,0
omniflix16sgv7csghx5x0x40d923exk8e0zj2z80uxplhw,0,2,0,0,0,0
omniflix16wt0ujqeuy0z78dd63a63gshftqnv2z2708wlp,0,2,1,0,0,0
omniflix1tjw6ek4p728860d5npfg7u75t5smgye4gaa4g3,1,0,1,0,0,0
omniflix102j6l9g3rk09pxgxu4pys4rr3k37qyksg23vfj,0,0,2,0,0,0
omniflix1z8dk04znntf98m4tjp35rkux533drr2pkr0p85,0,0,2,0,0,0
omniflix1a2g83nz8jtx7u69kx5apaa4d45ucw33fsnwfle,2,1,0,0,0,0
omniflix1gzymzn202t7v7pqd9egv9sup29538l57u3wmkf,3,0,0,0,0,0
omniflix1j5a9093nxyk625esx6r2crga8amrm7nn3grh35,0,2,0,0,0,0
omniflix1fcz00dp5phyjdkjrkpa2cne6mjptan97yx3ele,0,2,0,0,0,0
omniflix1ztwqe36v3cthy3krq9nhh3mdsyfwtlxfn7fm78,0,1,0,0,0,0
omniflix10q8thyc60mq2qp88stsjmg3tw3quel656qlme8,1,4,0,0,0,0
omniflix1lx6n57xeghvr83f5e37dnl5zprjr29axa32fhq,3,0,0,0,0,0
omniflix1nznmkaja2nyh0u2cax22hw5sv2e7phv8j8p9yf,0,7,1,2,0,0
omniflix1nnud95tc6hs32m8z4m94q6xrmgw720tulra7lx,0,2,0,0,0,0
omniflix16vcjpqh6rwryrmfkepd2cz2a9qkjzaj9c9dnk2,1,0,1,0,0,0
omniflix1as03mdepzcddpm2gtxf6t3y3zmag82mwmvnsg6,0,2,0,0,0,0
omniflix15ql7rdex6qtmq4r06xgkv8n7t39am6rt7hqp4p,0,2,1,0,0,0
omniflix16lecxfewcy0c8nm4vmpvlfucyc66dja00pyfdc,0,2,0,0,0,0
omniflix1krjd9ylkpz5ltx409auh34yax8uythkeljr2ht,0,2,0,0,0,0
omniflix1y7gj5ydpvvlxn58z55lg8g3vzyh9mkjv08t8m3,2,0,0,0,0,0
omniflix12ufa2h9yfsrrlwz7qlfcmfku70mx6strmhxx5u,0,2,0,1,0,0
omniflix1rff58c3v2tszyqhqwqmuvemhtgknds63k2cy0l,0,0,2,0,0,0
omniflix1v85dcm4rgmgsatz75fm3xv7ucwdplwnv06d4vw,0,1,2,0,0,0
omniflix1vn3fy4fv5t49uh9839h93c3d0c7yexqf0rnuay,1,1,0,0,0,0
omniflix1p49jxt8j8hp9p5pm89x2cs6xztc8crlfdufll8,3,0,0,0,0,0
omniflix10ljaqgv4mhptztw2v94hvdk8zj08dvx2dw3jn6,2,0,0,0,0,0
omniflix1770cewal0wtqu3qw9chg2vqku268rje4w6j80c,2,0,0,0,0,0
omniflix140t6valxetn56683d8hhx72zcxxhmrrtyfh28r,3,0,0,0,0,0
omniflix1t87spw537zkjj8yk9ll2lv56t7ecktus2p4rt3,1,0,0,0,0,0
omniflix1zt5rssduw0lkrgy724w8fcpu7pmtpflq9s2e7d,3,0,0,0,0,0
omniflix1c34huhdqjplz4yrls6qe5kr9wq2amrdfvc9p6q,1,2,0,1,0,0
omniflix1snamlcn3q72k2xx3cmkhjx3fzq8lyjag2tyh38,0,0,2,0,0,0
omniflix195324u9nzmrfw62ea097ma942s43x9dz0jrr3d,0,0,2,0,0,0
omniflix1mud3kldryl9segvr6qzzf202z379vcask7vaxd,3,0,0,0,0,0
omniflix13yxq8hf5r4y3c8gc4awz9jgl50k47p7t60afht,1,1,0,0,0,0
omniflix1an9helqpuq9cltgu6ds8t7n94rjgj6are943p2,0,0,2,0,0,0
omniflix1jjz0p80y8cwwv0ze2nxg5zk8d5tmq9q2waunhc,3,0,0,0,0,0
omniflix1m3fj6p78wtxm7yefc7x2fx88jwg3zzwvcpwjkp,1,0,0,0,0,0
omniflix1evlajw238vrgrdqf3dfcmp0hmngtrakm9prpzt,0,1,2,0,0,0
omniflix1677w3fhy52e8a4ysmsegsagewt9v80qur4k3we,2,0,0,0,0,0
omniflix12m9hzqh0uv4z3885rkd9pnz5gwgjm50vzvv0ca,3,0,0,0,0,0
omniflix1dmhsd02ufcxj9pechsjzrc8x7pm4ea6qdnmpan,0,2,0,0,0,0
omniflix1ce8cy7xff8jypm7h8cxt739a6ks5kjphwfcj7l,2,0,0,0,0,0
omniflix18s5hfux3qvpprk80ccjfmvyf0m6r2kcek9vadn,0,0,2,0,0,0
omniflix1adk3ylpyg6sc3te7n6zs9un4cjx4mgzpdrs8vt,1,0,0,0,0,0
omniflix1vlhddc9q5me2n6hxalw2ka4mwfcuply62ypyd5,1,6,0,0,0,0
omniflix1ns278h7dvec2xpr67m8qc6js735ew4ae49xhex,2,0,0,0,0,0
omniflix19xqvx0jf723zq83uucxjcghtap0a3nx806wewl,0,2,0,0,0,0
omniflix122j2vgv78svr6aqqkax0cgcah82sy2220zdfy7,0,3,1,0,0,0
omniflix135kceaqst4hkdmm9xvyc4jf5keyum9092wzcy2,0,2,0,0,0,0
omniflix1zdvukg0fg27fegelv6ne0nu9rxdrv6kfn60z8r,0,2,0,0,0,0
omniflix1xpevzncnletjppa673qe6lpzh4uzr2gwfv8zk9,0,2,1,0,0,0
omniflix1e9t9ehej95ukupqley02hq0xc63qu4y8q5gkqj,3,0,0,0,0,0
omniflix1uf9zgjd98945lppdjragmevkqwe6fgdy69dvwg,0,4,2,2,0,0
omniflix1m5y3ladn2jut0gte548u3wyjfyew72qzd9uecg,0,2,1,2,0,0
omniflix1hah5vw2lfam236c0fhe9et7zvdh7c6j8wrn4wj,0,6,2,0,2,0
omniflix1v53hs346muj7mnjf94aq2twyg0k668ds06ecc0,0,2,0,0,0,0
omniflix18ne48nqayt73g9ezs36pxfxqt67wg7ruhd6xjp,0,0,2,0,0,0
omniflix1fjr6z0jxutwvv7edluhdqfuanegu8xzqueceg2,1,1,0,0,0,0
omniflix1cnxcu40z3nltvlmankmg6l7va2m5qfzrrng8kw,1,1,0,0,0,0
omniflix1dysgep56csfqfvdlwg64kukq2m0el7u3xmn648,0,0,2,0,0,0
omniflix1j0pkz60yk2hkq2vwzqktd40t0dz2ksu9vp7d5w,0,1,2,0,0,0
omniflix13vv3gw9anlwex0l9mx7r3ll70kjltwur47jha8,1,0,0,0,0,0
omniflix1j5vms9kcmljrgdze57cctvvq3dtlxwjn0js76x,0,2,0,0,0,0
omniflix1ctl3fjx0qxyagj36ztpw0n438hqtjwuyrnvyl2,2,4,0,0,0,0
omniflix13at3wdqv0ys9t3f9f8llxvjp2zd6x6zl34yefr,0,2,0,0,0,0
omniflix1lea2gvdyp27y6p6qfmq7j06z52k3ajv6ezg4qq,0,2,0,0,0,0
omniflix154g5qqwkwlyejl4q3423tf6medway6w3s7nt72,0,1,0,2,0,0
omniflix1tjm6aazqdhfhrljnawlzrfhj4xqelev4estvjq,1,1,0,0,0,0
omniflix1kf53cnq7rs5e6elrzudelw9xvrf6xaesrkcmgg,0,2,0,0,0,0
omniflix1y52nd3f6fnsq4qqs7r29nen99ream6mzmmmdag,0,0,2,0,0,0
omniflix1tl60nlqzv4cjxrkaj5w0869ncrlpfugppyreys,0,2,0,0,0,0
omniflix1yjt4sl9kvpr703839caqjc9kvk7ckqj9r7nnj7,1,2,0,0,0,0
omniflix1guyeurx6us4kqca6x4hhmph0lpsl8ff2vrea4s,3,0,0,0,0,0
omniflix1sp537cyvvhsv69z2048sempecv8t2x93uu9de0,0,0,3,3,0,0
omniflix1psk9d6qg29e9zyz2dlv78azm4fpduz7ljkjepj,3,0,0,0,0,0
omniflix1qzpvktkqgh9a7g2nju4vzvmwvnxy4ft7uur2v6,0,2,0,0,0,0
omniflix1sw6ejuue4pxqk5wscuz5dhshl20d3d8jrh4e4q,0,4,2,0,0,0
omniflix10dm552fkp5p0s0q9jm9djx2f8y73w4ev58ctpl,2,0,0,0,0,0
omniflix1sxzjfs9nxtadqkmuk04p6jcveqwuw0tgmlu5z9,3,0,0,0,0,0
omniflix13l9ph442yjtejq8rj58rpjmkd7lgct4vsumhg3,0,2,0,0,0,0
omniflix1j5lm49ydq9ffu6jkg56qlp425dq32ey90kellt,3,0,0,0,0,0
omniflix129adcrnk7frsgwhys97dhwt65smlkr0d7tv2s6,0,1,2,0,0,0
omniflix1hu26rwnvt07tl40capta8npl7sxjkqegvm2a0d,0,2,0,0,0,0
omniflix1gk0fcd4gnh0vtddktsx65f820mjsvvrlagjstm,0,1,0,0,0,0
omniflix1mv2jvrdtlryzytt20436p0zlrxkahadn35n0tq,0,2,5,0,0,0
omniflix1r6mzwl885fh2wkjp2ufw980j49rnjn7nss4hpz,3,0,0,0,0,0
omniflix193jyf9ku8r7zpy5kyc7ckt3ma02uv6f44yc3nr,3,0,0,0,0,0
omniflix1cd477h4d3umyctk5sr4g8txxhgvwvqfv4tkr7t,1,0,1,0,0,0
omniflix120ll3en288mx7v94laye5uh3vea94z2ushqm97,3,0,0,0,0,0
omniflix15j678va47y4x2n0ajnsm0s6xs323epuzvfzn0z,0,2,0,0,0,0
omniflix17s4kwlh7lrmze7mlm04lnan7atm4j69czg7ayx,1,0,1,0,0,0
omniflix1amzdxmwa9f8y5zus7k4ycz3ffqrwhdzlhxl8sk,2,1,0,0,0,0
omniflix15pzl0s6ym85qx4yeq29rflp702wtx3dnk9wuey,0,2,0,0,0,0
omniflix1ja55e0jpxt7s0vfdllu7wjvvsw5sqaj0kuk27c,0,2,0,0,0,0
omniflix1jcyjhzel0ghy5780eckxy67lvrx8cn2kl36mxs,1,1,0,0,0,0
omniflix1njsaask06329jykx4rjkl7edq4kegze0up9yuc,0,2,1,0,0,0
omniflix1sqwfxvvmq9wg6u0fmwn4ccz296ntnx4gedpll3,0,0,2,0,0,0
omniflix1xu4rq2973fl2hplf7y3glv3veelttlsmfanthf,0,0,2,0,0,0
omniflix10z2z0vpjyf7zshsvdk3f3y8df0sg9g34p05xs9,2,1,1,0,0,0
omniflix1ndj88xnkhfnqcld359vlcmy88gys48k76ny2n8,0,2,0,0,0,0
omniflix1x6e36fp2ccvuuyhe5tgh4lktlxvjs2c6md7gem,1,3,1,0,0,0
omniflix14xadq7fl763s5xyypszzdj88vf9ms5gnjwufh7,0,2,0,0,0,0
omniflix1pprgxnlsp9p32cravw8u5wgd8m70szlasvqank,3,0,0,0,0,0
omniflix19qpyjvrqmkd8aqlc37fptnh3cnndsxwche8knd,1,4,0,0,0,0
omniflix15ctv8ft4e5gmvmfz4mj42n0jvuc28flevzxhkd,3,0,0,0,0,0
omniflix1da2p3368xxgpgqz2305494f86apthj0jq79mjw,1,1,0,0,0,0
omniflix1dn2cc9t4972gz6nxxfwk67zgvnhhl0s0rcu2ml,3,0,0,0,0,0
omniflix1kv63ya3p34rud9e3xcnqqcjc6k8v5cjz5n97l5,0,1,1,0,0,0
omniflix1jtldnxfcr4gqxf6h67ntxl05nk0m2plh0r852n,3,0,0,0,0,0
omniflix1ct5p2am4rr8fm0y8rsxw9gyfqw4lxpak62xnqd,0,2,0,0,0,0
omniflix1j3jkz23ag56n2us60h6hyhnjllpfakh4wqavr0,2,0,0,0,0,0
omniflix1fp268f5rpncuqvrg24jfggxwj0gg3ttvtnrf05,0,0,2,0,0,0
omniflix1nwxqnxsrwvp9ynwpnavdy6lsyymngehp4q7pzz,1,1,0,0,0,0
omniflix1wmkaf3t6vh9ad0kwmh9xgyhc3r8a9f0ka9qwch,3,0,0,0,0,0
omniflix18e6fx6404atq8nqk09l8c0mjfla9fvcd2ffjt5,0,2,0,0,0,0
omniflix1r0rq88xu33h92cyd8v2q6ndn2f0s5vc4hhyje5,3,0,0,0,0,0
omniflix14gndf72drx3u7me5mkc8atmdmtv94uxhgwll8d,0,0,0,1,0,0
omniflix1qnxggg7faqat0ujhp4j4j44phcvcfdh33t2wnc,0,2,0,0,0,0
omniflix140p52qvwzkle8hn7zafsu7zlpk7wf0h30r6vy8,0,2,0,0,0,0
omniflix1py9gphc2v9ttqluh688jh92xrclp6tfff4ljww,0,0,2,0,0,0
omniflix1v7xrttthjyfju7dun2ey6z0ttfvkxyrk9eg9lu,3,0,0,0,0,0
omniflix1wyfdpaeaxf7smceycvpclsqzvtz3xspdmehmd8,0,2,0,0,0,0
omniflix1hrzcuj5mgztllswmgkqwkqnpyakhz0mwwflwpj,3,0,0,0,0,0
omniflix1urwxt7dvmkv5euzc0rz9lmtw2ze2kpejlue647,0,1,2,0,0,0
omniflix1q0haksp9pmakfxj7l3nfnk7s8xjsprxyjx8jl9,0,2,0,0,0,0
omniflix10v4la3v80mhrvcfr5xupc4w8r8uk8mmgs7pmpj,0,0,0,2,0,0
omniflix1vfgj7sca9tw888vctxvtudhxa4jmasp7zvpgfv,0,2,0,0,0,0
omniflix1jydslwtrl46rcu4mven5mrz8pqfvqzj0ggtuxp,0,1,1,0,0,0
omniflix1cderangug5k4yjxeycnnymhvg2cwf2kkfhxd6h,1,1,0,0,0,0
omniflix1al72cd0uhn6p4pwmv88sm3kre4w2wpjccnw756,0,2,0,0,0,0
omniflix1hn938qaw4gawk3h9tr69wv38cm2w3yz2pye76c,1,1,0,0,0,0
omniflix1lrcgyypxwyza7yrwwez2cgf4tdxm367qlks7a0,3,0,0,0,0,0
omniflix1s4w74d9szzwesuas2unhhm82q4jzdz68xdal46,0,2,0,0,0,0
omniflix1pq0l8mjk75evd6vpsug7c2yr43ywft2t2lm92g,0,2,0,0,0,0
omniflix12pm94dm6s90r9lrd9yh3nefr0lju0s3czqsjtx,0,2,0,0,0,0
omniflix154mqwhh34qzg28f4s05j5mltt278f4ur072xuz,0,2,1,0,0,0
omniflix1w9r7564073zvr8x7tmdkcphw0jrgr5k9j26fg3,0,0,2,0,0,0
omniflix1pagtk7fyl3qtp9dsv7fn6r68s054wnft4sgmt4,1,1,0,0,0,0
omniflix1yvr2qsm9h05hwaag040thw6fyafv5yp0pa396c,3,0,0,0,0,0
omniflix1m2ja72n5c9wmn6ds7xp0aft9vra0skqfk2q3lz,1,1,0,0,0,0
omniflix19zpsrjw95pdva6sp5dpcs9mw22jyg44szf0km3,0,0,2,0,0,0
omniflix1356hg9t3kjn7f22d7tarcq2f4hql7hk652lf4h,0,0,2,0,0,0
omniflix174vl23furcfam86rv42fyswne304amg6ktxqre,0,1,2,0,0,0
omniflix137vuavfmnhgx9809pre29ergvhesqmgfpa8jxk,0,2,0,0,0,0
omniflix1v2l8ut6fx9gy6ukcrtm7xzptzjysljssyhlr69,1,2,3,0,0,0
omniflix16u7k2uglf0a2kcd52ec06fe5geld28dq0pc9cj,0,0,1,0,0,0
omniflix1el9fpy5unxu9xrzum5t8tquyvx3s3mj8pn33fe,3,0,0,0,0,0
omniflix145zccf3z7x6g8jhufax2hfnstnm7wefudc2gtn,0,2,0,0,0,0
omniflix1cuajxwg578wwsy9t5td4ewg9aukxqghedjjz7s,0,0,2,0,0,0
omniflix1a5x42hdh07t0tmky5h5nqfqj927kjn75nvruwe,0,0,0,0,0,2
omniflix1hw4j9h7st0dd0c9l4yr0faavd9p05utx3en5yd,2,0,0,0,0,0
omniflix156uqgap7d94zaxs7ty2wcxuuhk04kqu2x0ydjg,1,4,1,0,0,0
omniflix14nmjzu42z0afusgm2hsxyjvxgatgmx80uwwf05,0,3,3,4,0,0
omniflix14kjjya63x8nn8w3h7lj5l8f8pvcrjygemxkjfk,0,2,0,0,0,0
omniflix1q7znl4shehascccfk5rq66h7pldql3sn0y88wa,1,1,0,0,0,0
omniflix10j5xp4knp9dk28m28g6kpfzx3jlrd0a5gk5g8u,0,0,2,0,0,0
omniflix1cd3mchau6agftx3zh0gtthm2c4gcvh2jjmgyqc,0,2,0,0,0,0
omniflix1a9lvkghwh2lhya7z8awetffdm8t5naph2m2834,3,0,0,0,0,0
omniflix1g7xfppzd2np69hyyu2zjdq938m6k8p46w0ulp8,3,0,0,0,0,0
omniflix1kvqlwc5m8ykmhkqhllk9fjq9ks95hkhrkskgl8,0,2,0,0,0,0
omniflix1mh9lhht2qnzhyv6xz7cy7ur39ghsm6r0nq5ret,0,2,0,0,0,0
omniflix1gu60t3rq42u00cq9smx6qjwphj3v9rgxhxtmhx,0,3,0,0,0,0
omniflix18k9djw0x63l0ls8ls48ts2m3qwqal7nghefuau,3,0,0,0,0,0
